campaign_record_id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed,subscription_flag,default_flag,housing_loan_flag,personal_loan_flag,previously_contacted,days_since_previous_contact,age_group,age_group_order,balance_band,balance_band_order,negative_balance_flag,campaign_contact_band,campaign_contact_band_order,contact_duration_minutes,previous_campaign_status,previous_campaign_success_flag,loan_profile,active_loan_count,contact_known_flag,contact_month_num,contact_quarter,subscription_probability,subscription_probability_pct,priority_target_flag,priority_target_status,propensity_band,propensity_band_order,propensity_decile,propensity_percentile
90,57,retired,married,secondary,no,486,yes,no,unknown,5,may,180,2,-1,0,unknown,no,0,0,1,0,0,,50-59,4,"0-1,000",2,0,2-3 contacts,2,3.0,No previous contact,0,Housing loan only,1,0,5,Q2,0.14550072419830967,14.55,0,Below Target Threshold,Low Propensity,1,10,4.5
91,42,management,single,secondary,no,50,no,no,unknown,5,may,48,1,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"0-1,000",2,0,1 contact,1,0.8,No previous contact,0,No loans,0,0,5,Q2,0.13802844962260363,13.8,0,Below Target Threshold,Low Propensity,1,10,3.48
92,30,technician,married,secondary,no,152,yes,yes,unknown,5,may,213,2,-1,0,unknown,no,0,0,1,1,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,3.55,No previous contact,0,Housing + personal loans,2,0,5,Q2,0.18513091962172434,18.51,0,Below Target Threshold,Low Propensity,1,9,12.36
93,60,admin.,married,secondary,no,290,yes,no,unknown,5,may,583,1,-1,0,unknown,no,0,0,1,0,0,,60+,5,"0-1,000",2,0,1 contact,1,9.72,No previous contact,0,Housing loan only,1,0,5,Q2,0.18883223272875707,18.88,0,Below Target Threshold,Low Propensity,1,9,13.15
94,60,blue-collar,married,unknown,no,54,yes,no,unknown,5,may,221,1,-1,0,unknown,no,0,0,1,0,0,,60+,5,"0-1,000",2,0,1 contact,1,3.68,No previous contact,0,Housing loan only,1,0,5,Q2,0.1264923897577919,12.65,0,Below Target Threshold,Low Propensity,1,10,2.24
95,57,entrepreneur,divorced,secondary,no,-37,no,no,unknown,5,may,173,1,-1,0,unknown,no,0,0,0,0,0,,50-59,4,Negative,1,1,1 contact,1,2.88,No previous contact,0,No loans,0,0,5,Q2,0.15008263759038207,15.01,0,Below Target Threshold,Low Propensity,1,10,5.21
96,36,management,married,tertiary,no,101,yes,yes,unknown,5,may,426,1,-1,0,unknown,no,0,0,1,1,0,,30-39,2,"0-1,000",2,0,1 contact,1,7.1,No previous contact,0,Housing + personal loans,2,0,5,Q2,0.18441862053810745,18.44,0,Below Target Threshold,Low Propensity,1,9,12.23
97,55,blue-collar,married,secondary,no,383,no,no,unknown,5,may,287,1,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"0-1,000",2,0,1 contact,1,4.78,No previous contact,0,No loans,0,0,5,Q2,0.2019781029063845,20.2,0,Below Target Threshold,Low Propensity,1,9,16.01
98,60,retired,married,tertiary,no,81,yes,no,unknown,5,may,101,1,-1,0,unknown,no,0,0,1,0,0,,60+,5,"0-1,000",2,0,1 contact,1,1.68,No previous contact,0,Housing loan only,1,0,5,Q2,0.14259153870282545,14.26,0,Below Target Threshold,Low Propensity,1,10,4.04
99,39,technician,married,secondary,no,0,yes,no,unknown,5,may,203,1,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,3.38,No previous contact,0,Housing loan only,1,0,5,Q2,0.15569034888371017,15.57,0,Below Target Threshold,Low Propensity,1,10,6.16
100,46,management,married,tertiary,no,229,yes,no,unknown,5,may,197,1,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,1 contact,1,3.28,No previous contact,0,Housing loan only,1,0,5,Q2,0.11872062961108529,11.87,0,Below Target Threshold,Low Propensity,1,10,1.54
101,44,blue-collar,married,secondary,no,-674,yes,no,unknown,5,may,257,1,-1,0,unknown,no,0,0,1,0,0,,40-49,3,Negative,1,1,1 contact,1,4.28,No previous contact,0,Housing loan only,1,0,5,Q2,0.10352271474227036,10.35,0,Below Target Threshold,Low Propensity,1,10,0.71
102,53,blue-collar,married,primary,no,90,no,no,unknown,5,may,124,1,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"0-1,000",2,0,1 contact,1,2.07,No previous contact,0,No loans,0,0,5,Q2,0.14678700283071947,14.68,0,Below Target Threshold,Low Propensity,1,10,4.69
103,52,blue-collar,married,primary,no,128,yes,no,unknown,5,may,229,1,-1,0,unknown,no,0,0,1,0,0,,50-59,4,"0-1,000",2,0,1 contact,1,3.82,No previous contact,0,Housing loan only,1,0,5,Q2,0.14809426248439114,14.81,0,Below Target Threshold,Low Propensity,1,10,4.9
104,59,blue-collar,married,primary,no,179,yes,no,unknown,5,may,55,3,-1,0,unknown,no,0,0,1,0,0,,50-59,4,"0-1,000",2,0,2-3 contacts,2,0.92,No previous contact,0,Housing loan only,1,0,5,Q2,0.13698288545311435,13.7,0,Below Target Threshold,Low Propensity,1,10,3.36
105,27,technician,single,tertiary,no,0,yes,no,unknown,5,may,400,1,-1,0,unknown,no,0,0,1,0,0,,18-29,1,"0-1,000",2,0,1 contact,1,6.67,No previous contact,0,Housing loan only,1,0,5,Q2,0.17610696139483073,17.61,0,Below Target Threshold,Low Propensity,1,9,10.42
106,44,blue-collar,married,secondary,no,54,yes,no,unknown,5,may,197,1,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,1 contact,1,3.28,No previous contact,0,Housing loan only,1,0,5,Q2,0.14155639226956754,14.16,0,Below Target Threshold,Low Propensity,1,10,3.89
107,47,technician,married,tertiary,no,151,yes,no,unknown,5,may,190,1,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,1 contact,1,3.17,No previous contact,0,Housing loan only,1,0,5,Q2,0.13958317573673673,13.96,0,Below Target Threshold,Low Propensity,1,10,3.68
108,34,admin.,married,secondary,no,61,no,yes,unknown,5,may,21,1,-1,0,unknown,no,0,0,0,1,0,,30-39,2,"0-1,000",2,0,1 contact,1,0.35,No previous contact,0,Personal loan only,1,0,5,Q2,0.16391045869175724,16.39,0,Below Target Threshold,Low Propensity,1,10,7.71
109,59,retired,single,secondary,no,30,yes,no,unknown,5,may,514,1,-1,0,unknown,no,0,0,1,0,0,,50-59,4,"0-1,000",2,0,1 contact,1,8.57,No previous contact,0,Housing loan only,1,0,5,Q2,0.2320929273159689,23.21,0,Below Target Threshold,Low Propensity,1,8,22.3
110,45,management,married,tertiary,no,523,yes,no,unknown,5,may,849,2,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,14.15,No previous contact,0,Housing loan only,1,0,5,Q2,0.15592107282381576,15.59,0,Below Target Threshold,Low Propensity,1,10,6.22
111,29,services,divorced,secondary,no,31,yes,no,unknown,5,may,194,1,-1,0,unknown,no,0,0,1,0,0,,18-29,1,"0-1,000",2,0,1 contact,1,3.23,No previous contact,0,Housing loan only,1,0,5,Q2,0.22247151996610456,22.25,0,Below Target Threshold,Low Propensity,1,8,20.38
112,46,technician,divorced,secondary,no,79,no,no,unknown,5,may,144,1,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"0-1,000",2,0,1 contact,1,2.4,No previous contact,0,No loans,0,0,5,Q2,0.14838582562134003,14.84,0,Below Target Threshold,Low Propensity,1,10,4.96
113,56,self-employed,married,primary,no,-34,yes,yes,unknown,5,may,212,2,-1,0,unknown,no,0,0,1,1,0,,50-59,4,Negative,1,1,2-3 contacts,2,3.53,No previous contact,0,Housing + personal loans,2,0,5,Q2,0.1278257526015539,12.78,0,Below Target Threshold,Low Propensity,1,10,2.38
114,36,blue-collar,married,primary,no,448,yes,no,unknown,5,may,286,1,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,4.77,No previous contact,0,Housing loan only,1,0,5,Q2,0.19355816305054419,19.36,0,Below Target Threshold,Low Propensity,1,9,14.18
115,59,retired,divorced,primary,no,81,yes,no,unknown,5,may,107,1,-1,0,unknown,no,0,0,1,0,0,,50-59,4,"0-1,000",2,0,1 contact,1,1.78,No previous contact,0,Housing loan only,1,0,5,Q2,0.2559093850886592,25.59,0,Below Target Threshold,Low Propensity,1,8,26.94
116,44,blue-collar,married,secondary,no,144,yes,no,unknown,5,may,247,2,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,4.12,No previous contact,0,Housing loan only,1,0,5,Q2,0.1725749902346911,17.26,0,Below Target Threshold,Low Propensity,1,10,9.62
117,41,admin.,married,secondary,no,351,yes,no,unknown,5,may,518,1,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,1 contact,1,8.63,No previous contact,0,Housing loan only,1,0,5,Q2,0.17912540052741782,17.91,0,Below Target Threshold,Low Propensity,1,9,11.03
118,33,management,single,tertiary,no,-67,yes,no,unknown,5,may,364,1,-1,0,unknown,no,0,0,1,0,0,,30-39,2,Negative,1,1,1 contact,1,6.07,No previous contact,0,Housing loan only,1,0,5,Q2,0.1582931213710822,15.83,0,Below Target Threshold,Low Propensity,1,10,6.63
119,59,management,divorced,tertiary,no,262,no,no,unknown,5,may,178,1,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"0-1,000",2,0,1 contact,1,2.97,No previous contact,0,No loans,0,0,5,Q2,0.1465364442254318,14.65,0,Below Target Threshold,Low Propensity,1,10,4.66
120,57,technician,married,primary,no,0,no,no,unknown,5,may,98,1,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"0-1,000",2,0,1 contact,1,1.63,No previous contact,0,No loans,0,0,5,Q2,0.1536705512783003,15.37,0,Below Target Threshold,Low Propensity,1,10,5.8
121,56,technician,divorced,unknown,no,56,yes,no,unknown,5,may,439,1,-1,0,unknown,no,0,0,1,0,0,,50-59,4,"0-1,000",2,0,1 contact,1,7.32,No previous contact,0,Housing loan only,1,0,5,Q2,0.1506548024882924,15.07,0,Below Target Threshold,Low Propensity,1,10,5.29
122,51,blue-collar,married,secondary,no,26,yes,no,unknown,5,may,79,1,-1,0,unknown,no,0,0,1,0,0,,50-59,4,"0-1,000",2,0,1 contact,1,1.32,No previous contact,0,Housing loan only,1,0,5,Q2,0.1487643342212316,14.88,0,Below Target Threshold,Low Propensity,1,10,5.01
123,34,admin.,married,unknown,no,3,yes,no,unknown,5,may,120,3,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,2.0,No previous contact,0,Housing loan only,1,0,5,Q2,0.12350058841054855,12.35,0,Below Target Threshold,Low Propensity,1,10,1.97
124,43,services,married,secondary,no,41,yes,yes,unknown,5,may,127,2,-1,0,unknown,no,0,0,1,1,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,2.12,No previous contact,0,Housing + personal loans,2,0,5,Q2,0.11399678142108297,11.4,0,Below Target Threshold,Low Propensity,1,10,1.19
125,52,technician,married,tertiary,no,7,no,yes,unknown,5,may,175,1,-1,0,unknown,no,0,0,0,1,0,,50-59,4,"0-1,000",2,0,1 contact,1,2.92,No previous contact,0,Personal loan only,1,0,5,Q2,0.16193048635877294,16.19,0,Below Target Threshold,Low Propensity,1,10,7.34
126,33,technician,single,secondary,no,105,yes,no,unknown,5,may,262,2,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,2-3 contacts,2,4.37,No previous contact,0,Housing loan only,1,0,5,Q2,0.21575170010006736,21.58,0,Below Target Threshold,Low Propensity,1,9,18.98
127,29,admin.,single,secondary,no,818,yes,yes,unknown,5,may,61,1,-1,0,unknown,no,0,0,1,1,0,,18-29,1,"0-1,000",2,0,1 contact,1,1.02,No previous contact,0,Housing + personal loans,2,0,5,Q2,0.25533531512802404,25.53,0,Below Target Threshold,Low Propensity,1,8,26.84
128,34,services,married,secondary,no,-16,yes,yes,unknown,5,may,78,1,-1,0,unknown,no,0,0,1,1,0,,30-39,2,Negative,1,1,1 contact,1,1.3,No previous contact,0,Housing + personal loans,2,0,5,Q2,0.10404729952351968,10.4,0,Below Target Threshold,Low Propensity,1,10,0.73
129,31,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,143,1,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,2.38,No previous contact,0,Housing loan only,1,0,5,Q2,0.15456128999446975,15.46,0,Below Target Threshold,Low Propensity,1,10,5.95
130,55,services,married,secondary,no,2476,yes,no,unknown,5,may,579,1,-1,0,unknown,yes,1,0,1,0,0,,50-59,4,"1,001-5,000",3,0,1 contact,1,9.65,No previous contact,0,Housing loan only,1,0,5,Q2,0.1532482263148948,15.32,0,Below Target Threshold,Low Propensity,1,10,5.71
131,55,management,married,unknown,no,1185,no,no,unknown,5,may,677,1,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"1,001-5,000",3,0,1 contact,1,11.28,No previous contact,0,No loans,0,0,5,Q2,0.1701385045849288,17.01,0,Below Target Threshold,Low Propensity,1,10,9.04
132,32,admin.,single,secondary,no,217,yes,no,unknown,5,may,345,1,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,5.75,No previous contact,0,Housing loan only,1,0,5,Q2,0.21614302731949142,21.61,0,Below Target Threshold,Low Propensity,1,9,19.05
133,38,technician,single,secondary,no,1685,yes,no,unknown,5,may,185,1,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"1,001-5,000",3,0,1 contact,1,3.08,No previous contact,0,Housing loan only,1,0,5,Q2,0.28836678687570166,28.84,0,Below Target Threshold,Medium Propensity,2,7,33.85
134,55,admin.,single,secondary,no,802,yes,yes,unknown,5,may,100,2,-1,0,unknown,no,0,0,1,1,0,,50-59,4,"0-1,000",2,0,2-3 contacts,2,1.67,No previous contact,0,Housing + personal loans,2,0,5,Q2,0.23023443679497355,23.02,0,Below Target Threshold,Low Propensity,1,8,21.94
135,28,unemployed,single,tertiary,no,0,yes,no,unknown,5,may,125,2,-1,0,unknown,no,0,0,1,0,0,,18-29,1,"0-1,000",2,0,2-3 contacts,2,2.08,No previous contact,0,Housing loan only,1,0,5,Q2,0.22907370166028035,22.91,0,Below Target Threshold,Low Propensity,1,8,21.74
136,23,blue-collar,married,secondary,no,94,yes,no,unknown,5,may,193,1,-1,0,unknown,no,0,0,1,0,0,,18-29,1,"0-1,000",2,0,1 contact,1,3.22,No previous contact,0,Housing loan only,1,0,5,Q2,0.2745432465809444,27.45,0,Below Target Threshold,Low Propensity,1,7,30.79
137,32,technician,single,secondary,no,0,yes,no,unknown,5,may,136,1,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,2.27,No previous contact,0,Housing loan only,1,0,5,Q2,0.20167583758615362,20.17,0,Below Target Threshold,Low Propensity,1,9,15.96
138,43,services,single,unknown,no,0,no,no,unknown,5,may,73,1,-1,0,unknown,no,0,0,0,0,0,,40-49,3,"0-1,000",2,0,1 contact,1,1.22,No previous contact,0,No loans,0,0,5,Q2,0.14228978339789652,14.23,0,Below Target Threshold,Low Propensity,1,10,4.0
139,32,blue-collar,married,secondary,no,517,yes,no,unknown,5,may,528,1,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,8.8,No previous contact,0,Housing loan only,1,0,5,Q2,0.2064917113125959,20.65,0,Below Target Threshold,Low Propensity,1,9,17.06
140,46,blue-collar,married,secondary,no,265,yes,no,unknown,5,may,541,1,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,1 contact,1,9.02,No previous contact,0,Housing loan only,1,0,5,Q2,0.18532517387327585,18.53,0,Below Target Threshold,Low Propensity,1,9,12.41
141,53,housemaid,divorced,primary,no,947,yes,no,unknown,5,may,163,1,-1,0,unknown,no,0,0,1,0,0,,50-59,4,"0-1,000",2,0,1 contact,1,2.72,No previous contact,0,Housing loan only,1,0,5,Q2,0.2222737360913642,22.23,0,Below Target Threshold,Low Propensity,1,8,20.35
142,34,self-employed,single,secondary,no,3,yes,no,unknown,5,may,301,1,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,5.02,No previous contact,0,Housing loan only,1,0,5,Q2,0.19731070029324346,19.73,0,Below Target Threshold,Low Propensity,1,9,14.96
143,57,unemployed,married,tertiary,no,42,no,no,unknown,5,may,46,1,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"0-1,000",2,0,1 contact,1,0.77,No previous contact,0,No loans,0,0,5,Q2,0.2420723136473883,24.21,0,Below Target Threshold,Low Propensity,1,8,24.26
144,37,blue-collar,married,secondary,no,37,yes,no,unknown,5,may,204,1,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,3.4,No previous contact,0,Housing loan only,1,0,5,Q2,0.1572173626748288,15.72,0,Below Target Threshold,Low Propensity,1,10,6.43
145,59,blue-collar,married,secondary,no,57,yes,no,unknown,5,may,98,1,-1,0,unknown,no,0,0,1,0,0,,50-59,4,"0-1,000",2,0,1 contact,1,1.63,No previous contact,0,Housing loan only,1,0,5,Q2,0.20906961303193058,20.91,0,Below Target Threshold,Low Propensity,1,9,17.61
146,33,services,married,secondary,no,22,yes,no,unknown,5,may,71,1,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,1.18,No previous contact,0,Housing loan only,1,0,5,Q2,0.1625239555428856,16.25,0,Below Target Threshold,Low Propensity,1,10,7.43
147,56,blue-collar,divorced,primary,no,8,yes,no,unknown,5,may,157,2,-1,0,unknown,no,0,0,1,0,0,,50-59,4,"0-1,000",2,0,2-3 contacts,2,2.62,No previous contact,0,Housing loan only,1,0,5,Q2,0.24212340134014532,24.21,0,Below Target Threshold,Low Propensity,1,8,24.27
148,48,unemployed,married,secondary,no,293,yes,no,unknown,5,may,243,1,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,1 contact,1,4.05,No previous contact,0,Housing loan only,1,0,5,Q2,0.14246307245670234,14.25,0,Below Target Threshold,Low Propensity,1,10,4.03
149,43,services,married,primary,no,3,yes,no,unknown,5,may,186,2,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,3.1,No previous contact,0,Housing loan only,1,0,5,Q2,0.15543197865151556,15.54,0,Below Target Threshold,Low Propensity,1,10,6.11
150,54,blue-collar,married,primary,no,348,yes,no,unknown,5,may,579,2,-1,0,unknown,no,0,0,1,0,0,,50-59,4,"0-1,000",2,0,2-3 contacts,2,9.65,No previous contact,0,Housing loan only,1,0,5,Q2,0.15883684188650524,15.88,0,Below Target Threshold,Low Propensity,1,10,6.71
151,51,blue-collar,married,unknown,no,-19,yes,no,unknown,5,may,163,2,-1,0,unknown,no,0,0,1,0,0,,50-59,4,Negative,1,1,2-3 contacts,2,2.72,No previous contact,0,Housing loan only,1,0,5,Q2,0.10759139853254138,10.76,0,Below Target Threshold,Low Propensity,1,10,0.89
152,26,student,single,secondary,no,0,yes,no,unknown,5,may,610,2,-1,0,unknown,no,0,0,1,0,0,,18-29,1,"0-1,000",2,0,2-3 contacts,2,10.17,No previous contact,0,Housing loan only,1,0,5,Q2,0.195031371788234,19.5,0,Below Target Threshold,Low Propensity,1,9,14.48
153,40,management,married,tertiary,no,-4,yes,no,unknown,5,may,2033,1,-1,0,unknown,no,0,0,1,0,0,,40-49,3,Negative,1,1,1 contact,1,33.88,No previous contact,0,Housing loan only,1,0,5,Q2,0.10748816421441222,10.75,0,Below Target Threshold,Low Propensity,1,10,0.88
154,39,management,married,secondary,no,18,yes,no,unknown,5,may,85,1,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,1.42,No previous contact,0,Housing loan only,1,0,5,Q2,0.14680006118811528,14.68,0,Below Target Threshold,Low Propensity,1,10,4.69
155,50,technician,married,primary,no,139,no,no,unknown,5,may,114,2,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"0-1,000",2,0,2-3 contacts,2,1.9,No previous contact,0,No loans,0,0,5,Q2,0.12784695721720157,12.78,0,Below Target Threshold,Low Propensity,1,10,2.38
156,41,services,married,secondary,no,0,yes,no,unknown,5,may,114,2,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,1.9,No previous contact,0,Housing loan only,1,0,5,Q2,0.1442257889053128,14.42,0,Below Target Threshold,Low Propensity,1,10,4.3
157,51,blue-collar,married,unknown,no,1883,yes,no,unknown,5,may,57,1,-1,0,unknown,no,0,0,1,0,0,,50-59,4,"1,001-5,000",3,0,1 contact,1,0.95,No previous contact,0,Housing loan only,1,0,5,Q2,0.18383325158128208,18.38,0,Below Target Threshold,Low Propensity,1,9,12.09
158,60,retired,divorced,secondary,no,216,yes,no,unknown,5,may,238,1,-1,0,unknown,no,0,0,1,0,0,,60+,5,"0-1,000",2,0,1 contact,1,3.97,No previous contact,0,Housing loan only,1,0,5,Q2,0.31319011950869546,31.32,0,Below Target Threshold,Medium Propensity,2,7,39.66
159,52,blue-collar,married,secondary,no,782,yes,no,unknown,5,may,93,3,-1,0,unknown,no,0,0,1,0,0,,50-59,4,"0-1,000",2,0,2-3 contacts,2,1.55,No previous contact,0,Housing loan only,1,0,5,Q2,0.1790044518136903,17.9,0,Below Target Threshold,Low Propensity,1,9,11.02
160,48,blue-collar,married,secondary,no,904,yes,no,unknown,5,may,128,2,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,2.13,No previous contact,0,Housing loan only,1,0,5,Q2,0.2022833346462296,20.23,0,Below Target Threshold,Low Propensity,1,9,16.09
161,48,services,married,unknown,no,1705,yes,no,unknown,5,may,107,1,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"1,001-5,000",3,0,1 contact,1,1.78,No previous contact,0,Housing loan only,1,0,5,Q2,0.17139098733474498,17.14,0,Below Target Threshold,Low Propensity,1,10,9.34
162,39,technician,single,tertiary,no,47,yes,no,unknown,5,may,181,1,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,3.02,No previous contact,0,Housing loan only,1,0,5,Q2,0.17674928499274603,17.67,0,Below Target Threshold,Low Propensity,1,9,10.53
163,47,services,single,secondary,no,176,yes,no,unknown,5,may,303,2,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,2-3 contacts,2,5.05,No previous contact,0,Housing loan only,1,0,5,Q2,0.20001151800090095,20.0,0,Below Target Threshold,Low Propensity,1,9,15.58
164,40,blue-collar,married,secondary,no,1225,yes,no,unknown,5,may,558,5,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"1,001-5,000",3,0,4-5 contacts,3,9.3,No previous contact,0,Housing loan only,1,0,5,Q2,0.1734316937270335,17.34,0,Below Target Threshold,Low Propensity,1,10,9.81
165,45,technician,married,secondary,no,86,yes,no,unknown,5,may,270,1,-1,0,unknown,no,0,0,1,0,0,,40-49,3,"0-1,000",2,0,1 contact,1,4.5,No previous contact,0,Housing loan only,1,0,5,Q2,0.13347640296381688,13.35,0,Below Target Threshold,Low Propensity,1,10,2.96
166,26,admin.,single,secondary,no,82,yes,no,unknown,5,may,228,1,-1,0,unknown,no,0,0,1,0,0,,18-29,1,"0-1,000",2,0,1 contact,1,3.8,No previous contact,0,Housing loan only,1,0,5,Q2,0.19196584498080058,19.2,0,Below Target Threshold,Low Propensity,1,9,13.84
167,52,management,married,tertiary,no,271,yes,no,unknown,5,may,99,1,-1,0,unknown,no,0,0,1,0,0,,50-59,4,"0-1,000",2,0,1 contact,1,1.65,No previous contact,0,Housing loan only,1,0,5,Q2,0.13640444868316198,13.64,0,Below Target Threshold,Low Propensity,1,10,3.28
168,54,technician,married,secondary,no,1378,yes,no,unknown,5,may,240,1,-1,0,unknown,no,0,0,1,0,0,,50-59,4,"1,001-5,000",3,0,1 contact,1,4.0,No previous contact,0,Housing loan only,1,0,5,Q2,0.16734624567121917,16.73,0,Below Target Threshold,Low Propensity,1,10,8.45
169,54,admin.,married,tertiary,no,184,no,no,unknown,5,may,673,2,-1,0,unknown,yes,1,0,0,0,0,,50-59,4,"0-1,000",2,0,2-3 contacts,2,11.22,No previous contact,0,No loans,0,0,5,Q2,0.15117612782182155,15.12,0,Below Target Threshold,Low Propensity,1,10,5.37
170,50,blue-collar,married,primary,no,0,no,no,unknown,5,may,233,3,-1,0,unknown,no,0,0,0,0,0,,50-59,4,"0-1,000",2,0,2-3 contacts,2,3.88,No previous contact,0,No loans,0,0,5,Q2,0.0937315194188311,9.37,0,Below Target Threshold,Low Propensity,1,10,0.36
171,35,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,1056,1,-1,0,unknown,no,0,0,1,0,0,,30-39,2,"0-1,000",2,0,1 contact,1,17.6,No previous contact,0,Housing loan only,1,0,5,Q2,0.16689228298599934,16.69,0,Below Target Threshold,Low Propensity,1,10,8.36
172,44,services,married,secondary,no,1357,yes,yes,unknown,5,may,250,1,-1,0,unknown,no,0,0,1,1,0,,40-49,3,"1,001-5,000",3,0,1 contact,1,4.17,No previous contact,0,Housing + personal loans,2,0,5,Q2,0.14290147474350226,14.29,0,Below Target Threshold,Low Propensity,1,10,4.09
