age,balance,campaign,previous,previously_contacted,days_since_previous_contact,negative_balance_flag,previous_campaign_success_flag,active_loan_count,contact_known_flag,job,marital,education,default,housing,loan,contact,month,poutcome,subscription_flag
54,95,1,0,0,0.0,0,0,0,1,blue-collar,married,primary,no,no,no,cellular,jul,unknown,0
60,90,3,0,0,0.0,0,0,1,1,retired,married,secondary,no,yes,no,cellular,jul,unknown,0
36,481,3,0,0,0.0,0,0,1,1,management,married,tertiary,no,yes,no,cellular,nov,unknown,0
47,306,1,0,0,0.0,0,0,1,0,blue-collar,married,unknown,no,yes,no,unknown,may,unknown,0
46,8,6,0,0,0.0,0,0,0,1,blue-collar,married,unknown,no,no,no,cellular,aug,unknown,0
49,8422,3,0,0,0.0,0,0,1,1,technician,married,tertiary,no,yes,no,cellular,nov,unknown,0
65,2352,3,13,1,188.0,0,1,0,1,management,married,unknown,no,no,no,cellular,nov,success,0
33,4958,1,0,0,0.0,0,0,1,0,housemaid,married,tertiary,no,yes,no,unknown,may,unknown,0
35,905,2,0,0,0.0,0,0,1,1,technician,married,secondary,no,no,yes,cellular,aug,unknown,0
32,368,2,0,0,0.0,0,0,0,1,self-employed,single,tertiary,no,no,no,cellular,nov,unknown,0
36,1179,1,0,0,0.0,0,0,1,1,technician,married,tertiary,no,yes,no,cellular,sep,unknown,0
34,0,1,0,0,0.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,feb,unknown,0
38,-272,2,0,0,0.0,1,0,1,0,entrepreneur,married,secondary,no,no,yes,unknown,jun,unknown,0
37,5742,1,0,0,0.0,0,0,2,1,blue-collar,single,secondary,no,yes,yes,cellular,jan,unknown,0
27,255,1,4,1,182.0,0,1,0,1,admin.,single,secondary,no,no,no,cellular,feb,success,0
48,3726,2,0,0,0.0,0,0,1,1,services,married,secondary,no,yes,no,cellular,jul,unknown,0
35,11,4,0,0,0.0,0,0,1,1,admin.,married,secondary,no,yes,no,cellular,jul,unknown,0
46,-591,1,0,0,0.0,1,0,0,1,management,married,tertiary,no,no,no,cellular,jul,unknown,0
29,23,4,0,0,0.0,0,0,0,1,services,married,secondary,no,no,no,cellular,jul,unknown,0
33,304,2,0,0,0.0,0,0,1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0
25,0,1,0,0,0.0,0,0,0,1,blue-collar,single,secondary,no,no,no,cellular,apr,unknown,1
41,3700,1,0,0,0.0,0,0,0,1,technician,married,tertiary,no,no,no,cellular,nov,unknown,0
42,14282,1,4,1,103.0,0,1,1,1,technician,married,tertiary,no,yes,no,cellular,nov,success,0
52,1500,3,0,0,0.0,0,0,1,0,blue-collar,married,secondary,no,no,yes,unknown,jun,unknown,0
47,328,2,0,0,0.0,0,0,0,1,admin.,married,secondary,no,no,no,cellular,aug,unknown,0
28,29,1,0,0,0.0,0,0,1,1,student,single,secondary,no,no,yes,cellular,feb,unknown,0
53,768,1,0,0,0.0,0,0,1,1,technician,married,secondary,no,yes,no,cellular,jul,unknown,0
50,-568,2,0,0,0.0,1,0,2,0,technician,married,secondary,no,yes,yes,unknown,may,unknown,0
33,1072,2,0,0,0.0,0,0,1,0,technician,married,secondary,no,no,yes,unknown,may,unknown,0
28,147,1,0,0,0.0,0,0,2,1,admin.,married,secondary,no,yes,yes,cellular,may,unknown,0
31,783,1,0,0,0.0,0,0,1,0,management,single,secondary,no,yes,no,unknown,may,unknown,0
26,136,1,0,0,0.0,0,0,0,1,services,single,secondary,no,no,no,cellular,apr,unknown,1
33,129,1,0,0,0.0,0,0,1,0,technician,single,tertiary,no,yes,no,unknown,may,unknown,0
46,2948,1,0,0,0.0,0,0,0,1,services,married,secondary,no,no,no,cellular,nov,unknown,1
26,152,1,0,0,0.0,0,0,1,1,technician,single,secondary,no,no,yes,cellular,jan,unknown,0
56,3287,1,0,0,0.0,0,0,0,1,management,divorced,tertiary,no,no,no,cellular,apr,unknown,1
45,456,1,0,0,0.0,0,0,1,1,blue-collar,married,primary,no,yes,no,cellular,may,unknown,0
40,108,6,0,0,0.0,0,0,0,1,management,divorced,secondary,no,no,no,cellular,feb,unknown,0
41,176,1,0,0,0.0,0,0,0,0,admin.,married,secondary,no,no,no,unknown,jun,unknown,0
32,995,1,0,0,0.0,0,0,1,1,services,single,secondary,no,yes,no,cellular,may,unknown,0
44,-199,12,0,0,0.0,1,0,1,1,management,married,tertiary,no,yes,no,telephone,jul,unknown,0
53,28,2,1,1,289.0,0,0,1,1,management,divorced,secondary,no,yes,no,cellular,may,failure,0
32,90,2,0,0,0.0,0,0,0,1,management,single,tertiary,no,no,no,cellular,aug,unknown,0
33,931,3,0,0,0.0,0,0,1,0,services,married,secondary,no,yes,no,unknown,may,unknown,0
30,4,2,0,0,0.0,0,0,1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0
57,402,3,0,0,0.0,0,0,1,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0
33,2637,17,0,0,0.0,0,0,0,1,management,single,tertiary,no,no,no,cellular,aug,unknown,1
32,8619,2,0,0,0.0,0,0,1,1,admin.,single,secondary,no,yes,no,cellular,nov,unknown,0
54,0,1,0,0,0.0,0,0,0,0,services,married,secondary,no,no,no,unknown,jun,unknown,0
39,360,2,2,1,260.0,0,0,1,1,blue-collar,married,secondary,no,yes,no,cellular,jan,failure,0
51,5610,2,0,0,0.0,0,0,1,1,services,single,secondary,no,yes,no,cellular,nov,unknown,0
56,1947,2,5,1,123.0,0,0,0,1,retired,married,primary,no,no,no,cellular,mar,failure,1
34,99,1,0,0,0.0,0,0,0,1,management,single,tertiary,no,no,no,cellular,jul,unknown,0
49,2143,3,0,0,0.0,0,0,0,1,self-employed,married,tertiary,no,no,no,cellular,nov,unknown,0
35,0,1,2,1,290.0,0,0,1,1,blue-collar,married,primary,no,yes,no,cellular,may,failure,0
41,183,2,0,0,0.0,0,0,2,0,blue-collar,married,primary,no,yes,yes,unknown,may,unknown,0
46,96,1,0,0,0.0,0,0,1,1,blue-collar,single,primary,no,yes,no,cellular,nov,unknown,0
34,-6,8,0,0,0.0,1,0,0,1,technician,single,tertiary,yes,no,no,cellular,aug,unknown,0
51,1080,1,0,0,0.0,0,0,1,1,blue-collar,married,primary,no,no,yes,cellular,jul,unknown,0
50,11528,1,0,0,0.0,0,0,1,0,management,married,tertiary,no,yes,no,unknown,may,unknown,0
47,355,3,1,1,366.0,0,0,1,1,blue-collar,single,primary,no,yes,no,cellular,may,failure,0
35,4698,1,0,0,0.0,0,0,1,0,admin.,married,secondary,no,yes,no,unknown,jun,unknown,0
33,215,2,0,0,0.0,0,0,1,1,self-employed,married,tertiary,no,no,yes,cellular,aug,unknown,0
49,3972,2,0,0,0.0,0,0,0,1,technician,single,secondary,no,no,no,cellular,nov,unknown,0
35,4,6,0,0,0.0,0,0,2,1,blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown,0
53,0,2,0,0,0.0,0,0,0,1,blue-collar,married,tertiary,no,no,no,cellular,aug,unknown,0
31,685,1,3,1,329.0,0,0,1,1,admin.,married,secondary,no,yes,no,cellular,may,failure,1
49,1162,1,0,0,0.0,0,0,0,1,services,divorced,secondary,no,no,no,cellular,feb,unknown,0
48,811,2,0,0,0.0,0,0,1,1,admin.,married,secondary,no,no,yes,cellular,aug,unknown,0
50,2,3,0,0,0.0,0,0,2,1,technician,married,secondary,no,yes,yes,cellular,jul,unknown,0
26,104,6,2,1,360.0,0,0,1,1,blue-collar,married,primary,no,yes,no,cellular,may,other,0
59,2518,3,0,0,0.0,0,0,0,1,housemaid,divorced,primary,no,no,no,cellular,jul,unknown,1
52,33,1,3,1,331.0,0,1,1,1,blue-collar,married,secondary,no,no,yes,cellular,may,success,0
52,1708,1,4,1,75.0,0,0,0,0,management,married,unknown,no,no,no,unknown,sep,failure,1
24,758,1,0,0,0.0,0,0,1,0,blue-collar,single,primary,no,yes,no,unknown,may,unknown,0
60,5207,1,0,0,0.0,0,0,0,1,retired,married,secondary,no,no,no,cellular,aug,unknown,0
42,2476,1,0,0,0.0,0,0,1,1,entrepreneur,married,tertiary,no,yes,no,cellular,jul,unknown,0
37,345,1,2,1,188.0,0,0,1,1,blue-collar,married,primary,no,yes,no,cellular,jan,failure,0
33,643,3,1,1,94.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,aug,other,0
46,-42,12,0,0,0.0,1,0,1,1,admin.,married,secondary,no,no,yes,telephone,jul,unknown,0
47,-50,1,0,0,0.0,1,0,1,1,management,married,tertiary,no,no,yes,cellular,jul,unknown,0
47,0,2,0,0,0.0,0,0,1,1,housemaid,married,secondary,no,yes,no,telephone,may,unknown,0
52,1355,1,1,1,241.0,0,0,1,1,management,married,tertiary,no,yes,no,cellular,jan,failure,0
41,1321,2,0,0,0.0,0,0,1,1,technician,married,secondary,no,yes,no,cellular,jul,unknown,0
52,-644,3,0,0,0.0,1,0,0,1,services,divorced,primary,no,no,no,cellular,aug,unknown,0
39,-473,1,0,0,0.0,1,0,1,1,management,married,secondary,no,yes,no,cellular,may,unknown,0
23,965,4,0,0,0.0,0,0,1,0,blue-collar,single,primary,no,yes,no,unknown,may,unknown,0
31,-201,4,0,0,0.0,1,0,1,1,management,single,tertiary,no,yes,no,cellular,aug,unknown,0
42,-247,1,1,1,166.0,1,0,2,1,admin.,single,secondary,no,yes,yes,telephone,oct,other,1
53,66,2,0,0,0.0,0,0,0,0,blue-collar,married,secondary,no,no,no,unknown,jun,unknown,0
39,5073,1,4,1,286.0,0,0,1,1,management,single,tertiary,no,yes,no,cellular,may,failure,1
34,283,2,0,0,0.0,0,0,1,1,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,0
48,379,2,0,0,0.0,0,0,0,1,housemaid,married,primary,no,no,no,cellular,jul,unknown,0
30,574,4,0,0,0.0,0,0,0,1,technician,married,secondary,no,no,no,cellular,aug,unknown,0
42,3842,4,0,0,0.0,0,0,0,1,admin.,married,secondary,no,no,no,cellular,jul,unknown,0
37,443,1,0,0,0.0,0,0,0,1,unemployed,single,secondary,no,no,no,cellular,jan,unknown,1
41,1563,1,0,0,0.0,0,0,1,0,blue-collar,divorced,primary,no,yes,no,unknown,may,unknown,0
32,21,15,0,0,0.0,0,0,0,0,services,married,secondary,no,no,no,unknown,jun,unknown,0
37,342,2,1,1,175.0,0,0,1,1,blue-collar,married,secondary,no,yes,no,cellular,may,failure,0
35,4319,1,0,0,0.0,0,0,0,1,blue-collar,married,primary,no,no,no,cellular,apr,unknown,0
31,-45,2,0,0,0.0,1,0,0,0,services,single,secondary,no,no,no,unknown,may,unknown,0
35,415,2,2,1,89.0,0,1,0,1,unemployed,single,tertiary,no,no,no,cellular,may,success,1
39,42,2,0,0,0.0,0,0,1,0,blue-collar,divorced,secondary,no,yes,no,unknown,may,unknown,0
26,66,1,3,1,339.0,0,0,1,1,admin.,single,secondary,no,yes,no,cellular,may,failure,0
34,8463,2,0,0,0.0,0,0,0,1,technician,married,tertiary,no,no,no,cellular,aug,unknown,0
45,1124,1,0,0,0.0,0,0,1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0
61,5,2,3,1,94.0,0,1,0,1,blue-collar,married,primary,no,no,no,cellular,aug,success,1
45,153,1,0,0,0.0,0,0,0,1,admin.,married,secondary,no,no,no,cellular,aug,unknown,1
26,1200,3,0,0,0.0,0,0,0,1,admin.,single,secondary,no,no,no,cellular,jan,unknown,0
53,3398,6,13,1,113.0,0,0,1,1,technician,married,secondary,no,no,yes,telephone,nov,other,0
59,13718,6,0,0,0.0,0,0,0,1,blue-collar,married,secondary,no,no,no,telephone,jul,unknown,0
51,-19,2,0,0,0.0,1,0,1,0,blue-collar,married,unknown,no,yes,no,unknown,may,unknown,0
38,-349,2,5,1,328.0,1,0,1,1,services,married,secondary,no,yes,no,cellular,apr,failure,0
35,97,4,0,0,0.0,0,0,1,0,management,married,secondary,no,yes,no,unknown,may,unknown,0
50,1270,3,0,0,0.0,0,0,1,1,management,divorced,tertiary,no,yes,no,cellular,may,unknown,0
31,626,1,0,0,0.0,0,0,1,0,admin.,single,secondary,no,yes,no,unknown,may,unknown,0
42,14752,2,0,0,0.0,0,0,0,0,housemaid,married,primary,no,no,no,unknown,may,unknown,0
31,93,2,0,0,0.0,0,0,0,1,student,single,secondary,no,no,no,cellular,nov,unknown,0
59,2735,2,0,0,0.0,0,0,0,1,technician,divorced,secondary,no,no,no,cellular,feb,unknown,0
45,1447,2,0,0,0.0,0,0,2,1,management,married,tertiary,no,yes,yes,cellular,jul,unknown,0
47,284,5,0,0,0.0,0,0,0,1,services,married,secondary,no,no,no,cellular,aug,unknown,0
51,726,2,0,0,0.0,0,0,2,1,entrepreneur,married,primary,no,yes,yes,cellular,apr,unknown,0
33,772,2,3,1,259.0,0,1,1,1,services,single,secondary,no,yes,no,cellular,jan,success,0
84,2619,2,2,1,115.0,0,0,0,1,retired,divorced,primary,no,no,no,telephone,feb,failure,0
42,732,3,0,0,0.0,0,0,0,1,services,divorced,secondary,no,no,no,cellular,jul,unknown,0
36,2169,2,3,1,110.0,0,0,1,1,technician,single,primary,no,yes,no,cellular,nov,other,0
43,6835,1,2,1,152.0,0,0,0,1,technician,divorced,secondary,no,no,no,cellular,nov,failure,0
30,18,11,0,0,0.0,0,0,0,0,management,single,tertiary,no,no,no,unknown,may,unknown,0
20,210,1,0,0,0.0,0,0,0,1,student,single,secondary,no,no,no,cellular,aug,unknown,0
65,1973,1,3,1,287.0,0,1,0,1,retired,married,tertiary,no,no,no,telephone,feb,success,0
44,438,3,1,1,303.0,0,0,1,1,management,married,secondary,no,yes,no,telephone,may,failure,0
37,-274,5,0,0,0.0,1,0,1,1,technician,single,secondary,no,yes,no,cellular,aug,unknown,0
56,2126,1,0,0,0.0,0,0,1,1,management,divorced,tertiary,no,yes,no,cellular,nov,unknown,0
26,611,2,0,0,0.0,0,0,1,0,services,married,secondary,no,yes,no,unknown,may,unknown,0
34,651,4,0,0,0.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,aug,unknown,0
37,209,1,0,0,0.0,0,0,1,1,entrepreneur,married,secondary,no,yes,no,cellular,apr,unknown,0
32,1780,4,0,0,0.0,0,0,1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0
40,-740,3,0,0,0.0,1,0,1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0
27,0,2,0,0,0.0,0,0,1,1,blue-collar,single,primary,no,no,yes,cellular,jul,unknown,0
39,1044,1,0,0,0.0,0,0,1,1,blue-collar,married,secondary,no,yes,no,cellular,feb,unknown,0
71,15265,1,2,1,192.0,0,0,0,1,entrepreneur,married,tertiary,no,no,no,cellular,feb,failure,0
33,229,4,0,0,0.0,0,0,1,0,unemployed,married,secondary,no,yes,no,unknown,may,unknown,0
36,786,1,0,0,0.0,0,0,2,1,admin.,married,secondary,no,yes,yes,cellular,jul,unknown,0
40,1194,2,0,0,0.0,0,0,1,1,housemaid,divorced,secondary,no,yes,no,cellular,nov,unknown,0
27,271,2,0,0,0.0,0,0,1,0,services,married,secondary,no,yes,no,unknown,may,unknown,0
58,1103,1,4,1,202.0,0,0,1,1,blue-collar,divorced,secondary,no,yes,no,cellular,feb,failure,0
34,1928,2,0,0,0.0,0,0,1,0,unemployed,single,secondary,no,yes,no,unknown,may,unknown,0
43,1253,3,0,0,0.0,0,0,1,1,management,married,tertiary,no,no,yes,cellular,aug,unknown,0
39,2022,1,0,0,0.0,0,0,0,0,housemaid,single,secondary,no,no,no,unknown,jun,unknown,0
39,5142,1,0,0,0.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,jun,unknown,0
45,310,2,0,0,0.0,0,0,1,0,admin.,married,secondary,no,yes,no,unknown,may,unknown,0
58,943,3,0,0,0.0,0,0,1,0,services,married,primary,no,yes,no,unknown,jun,unknown,0
51,1854,3,2,1,338.0,0,0,2,1,management,married,tertiary,no,yes,yes,cellular,may,failure,0
36,696,1,0,0,0.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,apr,unknown,0
36,63,2,0,0,0.0,0,0,1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0
30,305,1,2,1,85.0,0,1,0,1,admin.,single,tertiary,no,no,no,cellular,apr,success,1
37,2814,3,0,0,0.0,0,0,1,1,blue-collar,married,primary,no,yes,no,cellular,nov,unknown,0
41,664,5,0,0,0.0,0,0,1,1,blue-collar,divorced,primary,no,no,yes,cellular,jul,unknown,1
34,1698,7,0,0,0.0,0,0,1,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,0
29,602,2,0,0,0.0,0,0,2,1,blue-collar,married,secondary,no,yes,yes,cellular,apr,unknown,0
39,119,2,4,1,476.0,0,1,1,1,management,married,tertiary,no,yes,no,cellular,sep,success,1
27,0,1,0,0,0.0,0,0,1,1,student,single,secondary,no,no,yes,telephone,jan,unknown,0
60,3401,1,2,1,95.0,0,1,0,1,management,married,tertiary,no,no,no,cellular,feb,success,0
45,3395,1,1,1,188.0,0,0,1,1,technician,married,secondary,no,yes,no,cellular,nov,failure,0
31,816,2,0,0,0.0,0,0,0,1,technician,single,secondary,no,no,no,cellular,jun,unknown,0
42,520,1,0,0,0.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,nov,unknown,0
42,2032,4,0,0,0.0,0,0,1,1,management,single,tertiary,no,yes,no,cellular,jul,unknown,0
51,-153,2,4,1,92.0,1,0,0,1,technician,married,secondary,no,no,no,cellular,nov,failure,0
51,16,2,0,0,0.0,0,0,2,1,blue-collar,married,secondary,no,yes,yes,telephone,aug,unknown,0
35,-281,1,0,0,0.0,1,0,0,1,technician,divorced,secondary,no,no,no,cellular,aug,unknown,0
49,5,2,0,0,0.0,0,0,0,1,technician,divorced,secondary,no,no,no,cellular,aug,unknown,0
39,-234,1,0,0,0.0,1,0,1,1,admin.,married,secondary,no,no,yes,cellular,jul,unknown,0
34,175,8,0,0,0.0,0,0,1,1,technician,divorced,secondary,no,yes,no,cellular,may,unknown,0
38,64,1,0,0,0.0,0,0,0,1,student,single,unknown,no,no,no,cellular,aug,unknown,0
28,520,1,0,0,0.0,0,0,1,1,admin.,single,secondary,no,yes,no,cellular,jun,unknown,0
27,0,1,0,0,0.0,0,0,1,1,technician,single,secondary,no,yes,no,cellular,may,unknown,0
56,-6,16,0,0,0.0,1,0,0,1,management,married,tertiary,no,no,no,telephone,jul,unknown,0
57,1741,2,0,0,0.0,0,0,0,1,technician,married,secondary,no,no,no,cellular,jul,unknown,0
46,-71,2,0,0,0.0,1,0,2,1,management,married,tertiary,no,yes,yes,telephone,jul,unknown,0
49,0,2,0,0,0.0,0,0,0,1,admin.,married,secondary,no,no,no,cellular,aug,unknown,0
33,-267,3,0,0,0.0,1,0,1,1,blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,1
42,2398,2,2,1,271.0,0,0,1,1,unknown,single,primary,no,yes,no,cellular,feb,failure,0
35,8,2,0,0,0.0,0,0,0,1,technician,single,tertiary,no,no,no,cellular,aug,unknown,0
44,97,4,0,0,0.0,0,0,1,0,self-employed,single,tertiary,no,yes,no,unknown,jun,unknown,0
38,12926,1,0,0,0.0,0,0,1,0,technician,single,secondary,no,yes,no,unknown,jun,unknown,0
69,6850,1,0,0,0.0,0,0,0,1,retired,divorced,secondary,no,no,no,telephone,sep,unknown,0
29,926,2,0,0,0.0,0,0,1,1,entrepreneur,married,secondary,no,yes,no,cellular,jul,unknown,0
32,1,1,0,0,0.0,0,0,1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0
44,2657,2,0,0,0.0,0,0,1,0,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,0
32,1139,1,1,1,191.0,0,0,1,1,blue-collar,single,secondary,no,yes,no,cellular,jan,failure,0
49,505,1,0,0,0.0,0,0,0,0,retired,single,primary,no,no,no,unknown,jun,unknown,0
36,5902,4,0,0,0.0,0,0,1,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0
42,3165,4,0,0,0.0,0,0,1,0,admin.,married,secondary,no,yes,no,unknown,jun,unknown,0
56,855,2,0,0,0.0,0,0,0,0,retired,married,primary,no,no,no,unknown,jun,unknown,0
58,2,1,0,0,0.0,0,0,0,0,entrepreneur,married,secondary,no,no,no,unknown,jun,unknown,0
49,352,2,0,0,0.0,0,0,1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0
48,504,3,0,0,0.0,0,0,1,1,technician,married,secondary,no,no,yes,cellular,aug,unknown,0
60,219,2,0,0,0.0,0,0,0,1,retired,married,primary,no,no,no,cellular,aug,unknown,0
50,0,2,0,0,0.0,0,0,1,1,services,married,secondary,no,yes,no,cellular,mar,unknown,0
45,54,3,0,0,0.0,0,0,1,1,management,married,tertiary,no,yes,no,telephone,may,unknown,0
35,53,4,0,0,0.0,0,0,1,1,management,single,tertiary,no,no,yes,cellular,aug,unknown,0
34,279,1,0,0,0.0,0,0,1,0,services,married,secondary,no,yes,no,unknown,may,unknown,0
34,934,3,0,0,0.0,0,0,1,1,management,married,tertiary,no,yes,no,cellular,apr,unknown,0
39,26233,1,0,0,0.0,0,0,0,1,admin.,married,secondary,no,no,no,cellular,oct,unknown,0
34,0,3,0,0,0.0,0,0,2,1,admin.,divorced,secondary,no,yes,yes,cellular,jul,unknown,0
46,110,14,0,0,0.0,0,0,0,0,unknown,married,primary,no,no,no,unknown,jun,unknown,0
40,286,4,0,0,0.0,0,0,0,1,technician,married,secondary,no,no,no,cellular,jul,unknown,0
56,13,2,0,0,0.0,0,0,1,0,technician,divorced,primary,no,yes,no,unknown,may,unknown,0
32,91,5,0,0,0.0,0,0,0,1,services,single,secondary,no,no,no,cellular,jul,unknown,0
48,375,2,0,0,0.0,0,0,0,1,technician,divorced,tertiary,no,no,no,cellular,aug,unknown,0
27,-152,4,0,0,0.0,1,0,2,1,services,single,tertiary,yes,yes,yes,cellular,may,unknown,0
37,13156,1,0,0,0.0,0,0,1,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,0
49,0,1,0,0,0.0,0,0,0,1,admin.,married,secondary,no,no,no,cellular,jun,unknown,1
37,183,1,1,1,258.0,0,0,1,1,technician,married,tertiary,no,yes,no,cellular,jan,failure,0
27,-403,3,0,0,0.0,1,0,1,1,management,single,secondary,no,yes,no,cellular,jul,unknown,0
28,10865,3,0,0,0.0,0,0,1,0,technician,single,secondary,no,yes,no,unknown,may,unknown,0
51,3463,2,3,1,166.0,0,0,1,1,management,married,tertiary,no,no,yes,cellular,jul,other,1
33,1077,3,3,1,374.0,0,0,1,1,admin.,married,secondary,no,yes,no,cellular,may,other,0
35,489,2,0,0,0.0,0,0,0,1,technician,married,tertiary,no,no,no,cellular,aug,unknown,0
32,1464,2,0,0,0.0,0,0,0,1,self-employed,married,tertiary,no,no,no,telephone,aug,unknown,0
40,309,2,0,0,0.0,0,0,1,1,blue-collar,married,primary,no,yes,no,cellular,may,unknown,0
36,156,2,0,0,0.0,0,0,1,1,blue-collar,married,primary,no,yes,no,cellular,nov,unknown,0
51,52,2,0,0,0.0,0,0,0,1,technician,married,secondary,no,no,no,cellular,aug,unknown,0
49,249,1,0,0,0.0,0,0,0,1,management,married,secondary,no,no,no,telephone,nov,unknown,1
34,103,2,0,0,0.0,0,0,2,0,blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,0
42,319,9,0,0,0.0,0,0,1,1,entrepreneur,married,primary,no,yes,no,telephone,may,unknown,0
40,0,1,0,0,0.0,0,0,2,0,retired,married,primary,no,yes,yes,unknown,may,unknown,0
52,-36,4,0,0,0.0,1,0,1,1,entrepreneur,married,secondary,yes,no,yes,cellular,jul,unknown,0
29,417,2,0,0,0.0,0,0,0,1,housemaid,married,primary,no,no,no,cellular,jul,unknown,0
40,311,1,2,1,351.0,0,0,1,1,self-employed,married,secondary,no,yes,no,cellular,may,failure,0
44,185,1,0,0,0.0,0,0,2,0,technician,married,unknown,no,yes,yes,unknown,may,unknown,0
32,0,4,0,0,0.0,0,0,1,1,technician,married,secondary,no,yes,no,cellular,aug,unknown,0
36,0,1,0,0,0.0,0,0,0,1,technician,married,tertiary,no,no,no,cellular,aug,unknown,0
44,65,11,0,0,0.0,0,0,0,1,technician,married,secondary,no,no,no,telephone,aug,unknown,0
26,-46,7,0,0,0.0,1,0,1,0,blue-collar,single,secondary,no,yes,no,unknown,jun,unknown,1
37,0,1,0,0,0.0,0,0,0,1,management,married,tertiary,no,no,no,cellular,sep,unknown,0
50,2419,1,3,1,342.0,0,0,1,1,blue-collar,married,secondary,no,yes,no,cellular,may,other,0
43,98,4,0,0,0.0,0,0,0,0,management,married,primary,no,no,no,unknown,jun,unknown,0
38,68,2,0,0,0.0,0,0,0,0,blue-collar,single,secondary,no,no,no,unknown,jun,unknown,0
52,1141,5,0,0,0.0,0,0,1,1,blue-collar,married,primary,no,yes,no,cellular,may,unknown,0
37,756,2,0,0,0.0,0,0,1,1,admin.,married,secondary,no,yes,no,cellular,apr,unknown,0
30,1103,15,0,0,0.0,0,0,2,1,technician,married,tertiary,no,yes,yes,cellular,jul,unknown,0
40,1603,1,0,0,0.0,0,0,0,0,self-employed,married,tertiary,no,no,no,unknown,jun,unknown,0
31,524,2,0,0,0.0,0,0,2,0,management,single,tertiary,no,yes,yes,unknown,may,unknown,0
48,283,7,0,0,0.0,0,0,1,1,housemaid,married,primary,no,yes,no,telephone,jul,unknown,0
34,23,1,0,0,0.0,0,0,0,0,services,single,secondary,no,no,no,unknown,may,unknown,0
53,306,3,1,1,181.0,0,1,0,1,blue-collar,married,primary,no,no,no,cellular,jul,success,1
32,-32,1,5,1,185.0,1,0,0,1,admin.,single,secondary,no,no,no,cellular,jan,other,0
37,561,1,2,1,165.0,0,0,0,1,housemaid,single,tertiary,no,no,no,cellular,nov,failure,0
58,4354,7,0,0,0.0,0,0,1,1,blue-collar,married,primary,no,yes,no,cellular,aug,unknown,0
38,315,3,0,0,0.0,0,0,1,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0
35,55,4,0,0,0.0,0,0,1,0,technician,married,secondary,no,yes,no,unknown,may,unknown,0
38,6728,4,0,0,0.0,0,0,0,1,technician,married,secondary,no,no,no,cellular,aug,unknown,1
39,1837,1,0,0,0.0,0,0,0,1,entrepreneur,single,tertiary,no,no,no,cellular,jan,unknown,0
30,3528,1,2,1,92.0,0,0,0,1,admin.,single,secondary,no,no,no,cellular,aug,failure,1
52,126,4,0,0,0.0,0,0,0,0,blue-collar,married,primary,no,no,no,unknown,may,unknown,0
59,162,1,0,0,0.0,0,0,0,1,blue-collar,married,primary,no,no,no,telephone,nov,unknown,0
